ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
3459,2150,1,3577,3582,G261,G261,ko92b.00267,11/8/1992,ETH_PRK,UNKN,99,not specific,ETH,PRK,R,I,UNKN_ETH,UNKN_PRK,"Ethiopia--Korea, Democratic People's Republic of",2,7,1,ExVar,"About 50 North Korean technical experts resumed work in Ethiopia on joint projects, suspened last year when Marxist dictator, Mengistu Haile Mariam was overthrown.  Addis Ababa radio, monitored in Nairobi, on Saturday quoted North Korean ambassador Chang Haksun as saying agreement had been reached with the Ethiopian government.  He said on November 8, that more than 40 experts would arrive soon to resume work on two hydro-electric projects. Three more, due next week, would work on an irrigation project. Ten North Koreans were already working in different industries in Ethiopia.",11,0,,,GEDS,,,,,,
3461,2152,1,3579,3584,G324,G324,OS09K.20269,11/18/1992,CHL_JPN,UNKN,99,not specific,CHL,JPN,R,I,UNKN_CHL,UNKN_JPN,Chile--Japan,2,4,4,ExVar,"Japan agreed to extend 24.4 billion yen ($196 million) in loans to Chile, the first such credits in 20 years.  Japanese Foreign Minister Michio Watanabe and his Chilean counterpart Enrique Silva Cimma, accompanying President Patricio Aylwin on a five-day visit, exchanged notes on the loans, a ministry spokeswoman said.  The money will be used for irrigation projects in central Chile, sewage project in the port of Valparaiso and renovating the national railway system, she said.",11,0,,,GEDS,,,,,,
3487,2164,1,3605,3610,G87,G87,EG92.00264,12/18/1992,EGY_IBK,UNKN,99,Red Sea coast,EGY,IBK,R,I,UNKN_EGY,UNKN_IBK,Egypt--World Bank and IMF,2,4,4,ExVar,"The World Bank approved a $130 million loan to Egypt to help protect the marine habitat along the Red Sea coast, on December 18. The 20-year loan will support development of water supply, sewerage, solid waste collection and disposal facilities for tourist resorts in the area.",11,0,,,GEDS,,,,,,
3521,2179,1,3639,3644,G549,G549,sy93.00016,1/16/1993,UKN_UKN,UNKN,99,not specific,UKN,UKN,R,I,UNKN_UKN,UNKN_UKN,Not Stated/Unidentified--Not Stated/Unidentified,3,7,1,n/a,Arab agriculture ministers from 20 countries met for a three-day conference. They discussed water resources and other issues. Syrian Agriculture Minister Asad Mustafa told the opening session of the conference Syria had given priority to its farm sector despite the country's defense needs.,11,0,,Not specific enough,GEDS,,,,,,
3534,2189,1,3650,3655,F397,F397,397,1/24/1993,LAO_VNM,UNKN,99,not specified,LAO,VNM,M,M,UNKN_LAO,UNKN_VNM,Laos--Vietnam,2,0,,n/a-contextual information,"On January 24, Lao Deputy Minister of Construction Phemmavongsa and Deputy Minister of Agriculture, Irrigation, and Agricultural Cooperatives Latsaphon jointly with the SRV Deputy Minister of Water Conservancy Khanh signed a cooperation and assistance agreement on construction of irrigation projects in 1983. Also signed between Khanh and  the Lao Deputy Minister of Industry, Handicrafts, and Forestry Boupha was another agreement on constructing small hydroelectric dams in 1983. They also assessed and reviewed results of implementation of the cooperation and assistance programs for 1982 and various past programs - successful ""all-round"" cooperation! Vietnam sent experts to Lao to cooperate in survey and design of various projects. ",9,11,,background --> 2 WATER-RELATED COOPERATION & ASSISTANCE AGREEMENTS SIGNED for 1983  --> irrigation & hydroelectric dams!              context:  general cooperation!,FBIS,Vientiane Domestic Service,2,? apa,1/25/1983,irrigation & hydropower dams,
3545,2196,1,3666,3671,G53,G53,AL93.00022,1/30/1993,DZA_ESP,UNKN,99,not specific,DZA,ESP,I,R,UNKN_DZA,UNKN_ESP,Algeria--Spain,2,4,4,ExVar,"Algeria signed a contract to resume work on an abandoned dam with Spanish firm Dragodos on January 30.  The project will produce 270 million cubic metres (9.5 billion cubic feet) of drinking water a year and irrigate 35,000 hectares (87,500 acres) of farmland. It will also produce 400 megawatts of hydro-electricity a year, the offfical news agency APS said.",10,0,,,GEDS,,,,,,
3582,2214,1,3700,3705,G552,G552,sy93.00051,2/25/1993,SYR_UKR,UNKN,99,not specific,SYR,UKR,M,M,UNKN_SYR,UNKN_UKR,Syria--Ukraine,3,5,3,ExVar,"Syrian Minister of Irrigation Abdel Rahman al-Madani and his Ukrainian counterpart Victor Khorieeve signed an irrigation agreement, Syrian officials said. The agreement envisages exchange of expertise and joint irrigation projects. No other details were immediately available.",9,0,,,GEDS,,,,,,
3591,2222,1,3753,3714,G225,G225,IR93C.00050,3/17/1993,IBK_IRN,UNKN,99,not specific,IBK,IRN,I,R,UNKN_IBK,UNKN_IRN,Iran--World Bank and IMF,2,5,3,ExVar,"The World Bank approved a $157 million credit for irrigation and agricultural projects in Iran, Tehran Radio said on March 17. The Economy and Finance Ministry said the projects would cover more than 90,000 hectares (222,000 acres) of farmland in four different areas of Iran and benefit 46,000 farming families, the radio said. The scheme is expected to increase annual yield of various crops including wheat, rice, sugar beet, oilseeds and corn by a total of 358,000 tonnes, it said.",11,9,,,GEDS,,,,,,
3592,2223,1,3754,3715,G89,G89,gu93.00001,3/18/1993,GTM_USA,UNKN,99,not specific,GTM,USA,R,I,UNKN_GTM,UNKN_USA,Guatemala--United States,2,6,2,ExVar,"United States Southern Command chief, General George Joulwan praised Guatemalan President, Jorge Serrano on March 18 for his commitment to democracy. His comments were made during a visit to U.S. reserve troops who have been working here since January on projects to improve roads, water wells and hospitals.",11,0,,,GEDS,,,,,,
3636,2251,1,3798,3759,G54,G54,AL93.00090,6/30/1993,DZA_EEC,UNKN,99,not specific,DZA,EEC,R,I,UNKN_DZA,UNKN_EEC,Algeria--European Community (European Investment Bank),2,4,4,ExVar,"The European Investment Bank has given two loans to Algeria on June 29.  The loans, 200 million Ecus ($232 million) towards the pipeline and 60 million Ecus ($70 million) towards the dam, were granted on Tuesday and are part of a protocol between the European Community and Algeria.",2,0,,,GEDS,,,,,,
3789,2297,1,3950,3912,G555,G555,sy93.00421,12/18/1993,EEC_SYR,UNKN,99,not specific,EEC,SYR,I,R,UNKN_EEC,UNKN_SYR,European Community--Syria,2,5,3,ExVar,"The European Union gave more than $178 million development aid to Syria. The statement issued by the European Commission in Damascus said the financial protocol approved by the European Parliament on Dec 15 to Syria amounting to 158 million European Currency Units ($178 million) would finance development projects. The European Parliament unblocked the aid to Syria which had been held up because of concerns over human rights. It said the money included loans of 115 million ecu ($130 million) from the European Investment bank, which will be used to finance electricity, water supply, road construction and irrigation projects.''This event brings a new impulse to the partnership between the Syrian Arab Republic and the European Union,'' the statement said. ''The approval...will contribute to the opening of the Syrian economy and in reinforcing the mutual economic and social links between Syria and Europe.''",11,0,,,GEDS,,,,,,
3811,2308,1,3972,3934,G309,G309,OS04K.02874,2/28/1994,FRA_LAO,UNKN,99,Laos,FRA,LAO,I,R,UNKN_FRA,UNKN_LAO,France--Laos--People's Democratic Republic of,2,4,4,ExVar,"France granted an aid package of more than 70 million francs ($12 million)  to Laos to help pay for the building of hydroelectric and telecommunications projects there Feb. 28, according to diplomatic sources. The package was revealed during a visit to Paris by Laotian Foreign Minister  Somsavat Lengsavat and will fund projects by France's state electric utility EDF and telecommunications company Alcatel Alsthom. More than 30 million francs ($5million) will be given in a financial protocol, while the remainder will fund development projects and cultural, scientific and cultural cooperation.",11,0,,,GEDS,,,,,,
3819,2313,1,3980,3942,G307,G307A,OS04K.02859,4/6/1994,AUS_OTH,UNKN,99,Laos,AUS,OTH,O,I,UNKN_AUS,UNKN_OTH,Australia--Multi-National Corporation--Laos,6,0,,ExVar-other,"An Australian engineering consultancy, Hydro-Electric Commission's Enterprises Corp (HECEC) signed a memorandum of agreement for exclusive right to investigate and develop US $1 billion of hydropower projects in Laos on Apr. 6.  In a news release HECEC said the pact covers three hydroelectric power developments and a transmission system linking southern Laos with Thailand, Cambodia and Vietnam. HECEC chairman Peter Rae cautioned that the pact is only preliminary to negotiations over the next nine months on project management and construction contracts for Australian firms. ''A major task during that period will be the completion of key environmental assessments of the developments, to conform with the strict environmental protection guidelines required by the Lao government,'' he said. The agreement came on the occasion of a visit by Australian Prime Minister Keating to Laos, mainly to promote Australian business and technology, and was supervised by Keating and Lao Prime Minister Khamtay Siphandone.",11,3,,,GEDS,,,,,,
3820,2313,2,3981,3943,G307,G307B,OS04K.02859,4/6/1994,LAO_OTH,UNKN,99,Laos,LAO,OTH,R,I,UNKN_LAO,UNKN_OTH,Australia--Multi-National Corporation--Laos,6,6,2,ExVar,"An Australian engineering consultancy, Hydro-Electric Commission's Enterprises Corp (HECEC) signed a memorandum of agreement for exclusive right to investigate and develop US $1 billion of hydropower projects in Laos on Apr. 6.  In a news release HECEC said the pact covers three hydroelectric power developments and a transmission system linking southern Laos with Thailand, Cambodia and Vietnam. HECEC chairman Peter Rae cautioned that the pact is only preliminary to negotiations over the next nine months on project management and construction contracts for Australian firms. ''A major task during that period will be the completion of key environmental assessments of the developments, to conform with the strict environmental protection guidelines required by the Lao government,'' he said. The agreement came on the occasion of a visit by Australian Prime Minister Keating to Laos, mainly to promote Australian business and technology, and was supervised by Keating and Lao Prime Minister Khamtay Siphandone.",11,3,,,GEDS,,,,,,
3859,2337,1,4013,3982,G561,G561,SY94.00254,6/19/1994,IND_SYR,UNKN,99,not specific,IND,SYR,M,M,UNKN_IND,UNKN_SYR,India--Syria,3,4,4,ExVar,"Indian agriculture minister Balram Jakhar and his Syrian counterpart As'ad Mustafa signed a wide-ranging agricultural cooperation agreement, the official Syrian news agency SANA said. The agreement covers cooperation in the fields of farming, irrigation and forestry. Syria is keen to boost exports of its agricultural produce.",9,0,,,GEDS,,,,,,
3863,2340,1,4062,4031,F22,F22,22,6/29/1994,CHN_RUS,UNKN,99,not specified,CHN,RUS,I,R,UNKN_CHN,UNKN_RUS,China--Russia,2,5,3,y,Chinese Vice-Premier & Foreign Minister Qian Qichen & 1st Deputy Prime Minister Soskovets met to discuss trade relations. Qian said that Russia's far east & China can have full cooperation in the field of trade & that Russia can help China in its infrastructure construction such as hydropower and transportation projects.,3,0,,MET TO DISCUSS,WNC (FBIS),Beijing XINHUA,1,chi,6/29/1994,hydropower development,3
3938,2357,1,4092,4061,F155,F155,155,8/12/1994,_,UNKN,99,not specified,,,,,UNKN_,UNKN_,Saudi Arabia?--Palestine--West Bank & Gaza,3,0,,n/a,"Palestinian & ""Arab"" businessmen have taken steps to establish 6 companies in the West Bank & Gaza to operate in cement, contruction, food industries & transportion. Dr. 'Alawinah (the coordinator of Palestinian economic teams) pointed out that authorities plan to open communication, transportation, postal, & even water & electricity projects (infrastructure) to private sector investment, & that they seek to repatriate Palestinian capital from diaspora so it can be invested in development projects at home.",8,0,,,WNC (FBIS),London Al-Sharq Al-Aswat,9,nes,8/12/1994,water & electricity projects,8
3939,2358,1,4093,4062,F26,F26,26,8/16/1994,CHN_MMR,UNKN,99,not specified,CHN,MMR,M,M,UNKN_CHN,UNKN_MMR,China (Yunnan)--Myanmar,2,7,1,ExVar,"Southwest China's Yunnan Province, the Guangxi Zhuang & Tibet Autonomous Regions have achieved great progress in cooperating with neighbor countries (Vietnam, Laos, & Burma). The Yunnan Machinery Import & Export Corporation has offered facilities for Burma to build 14 hydropower stations, & a cooperative project for larger hydropower station is under negotiation.",3,10,,See # 24 --> already captured,WNC (FBIS),Beijing XINHUA,2--already captured in a number24,chi,8/16/1994,hydropower project,3
3971,2372,1,4128,4097,F1082,F1082,3025,9/20/1994,ZAF_INT,UNKN,99,not specified,ZAF,INT,,,UNKN_ZAF,UNKN_INT,South Africa--South Africa (Kwandebele),2,11,-3,y-internal,"Four officials were taken hostage in drought stricken KwaNdebele by members of a ""local negotiating forum"" demanding talks over water supplies. They were released later the same day. Spokesman for the Water Affairs Minister announced that the Defence Force had been asked to move into the northern and eastern Transvaal to supply emergency water. He said the government condemned taking hostages but understood the feeling of helplessness from the drought victims.",0,0,,,FBIS,Johannesburg SAPA,3,AFR,9/20/1994,,
3976,2377,1,4134,4103,F27,F27,27,10/4/1994,CHN_INT,UNKN,99,Yellow River (central China),CHN,INT,M,M,UNKN_CHN,UNKN_INT,China--Mongolia,2,6,2,n/a-internal,"Nine China provinces & autonomous regions in the Yellow River valley have been strengthening cooperation to boost local economic development. The Yellow River Economic Coordination Zone is composed of Shandong, Henan, Shanxi, Shaanxi, Qinghai, & Gansu Provinces & Inner Mongolia, Xinjiang Uygur & Ningxia Hui Autonomous Regions. The member provinces & regions, together with the Yellow River Water Conservancy Committee, joined hands in regional planning, comprehensive harenessing of the Yellow River & appliclication of scientific achievements.",8,11,,COOPERATION IN harnessing…,WNC (FBIS),Beijing XINHUA,1,chi,10/4/1994,regional planning,18b
4090,2415,1,4225,4204,F1061,F1061,3003,1/31/1995,RUS_INT,UNKN,99,not specified,RUS,INT,I,R,UNKN_RUS,UNKN_INT,Russia--Russia (Chechnya),1,12,-4,n/a-weapon/target,Dudayev (Chechen) men will blast a lock of the water pool dam if they have to withdraw from Chernorechye. Dam destruction is to be used for anti-Russia propaganda.  ,10,0,,,FBIS,Moscow ITAR-TASS,5,SOV,1/31/1995,,
4097,2422,1,4233,4212,F1,F1,1,2/18/1995,MOZ_ZAF,UNKN,99,not specified,MOZ,ZAF,M,M,UNKN_MOZ,UNKN_ZAF,Mozambique--South Africa,2,4,4,y,"Mozambique and South Africa governments meet to investigate establishing South African farmers in Mozambique. The two countries establish a joint working group to focus on irrigation, development of infrastructure, etc.",9,0,,committee establish,WNC (FBIS),Joh.SAPA,1,afr,2/18/1995,irrigation assistant,2ab
4133,2431,1,4269,4248,F29,F29,29,3/19/1995,CHN_PAK,UNKN,99,not specified,CHN,PAK,M,M,UNKN_CHN,UNKN_PAK,China--Pakistan,2,7,1,y,"A 5-member delegation led by Asghar, Pakistant Fedederal Minister for Industry & Production, left this a.m. to visit China. The China Commercial Counselor's Office in Islamabad told Zinhua by phone that cooperation in new areas related to technology transfer & joint marketing in the many fields, including mini hydropower stations, will be discussed. China has played a key role in assisting Pakistan in technical fields, especially development of heavy engineering.",3,0,,DISCUSSED,WNC (FBIS),Beijing XINHUA,1,chi,3/19/1995,hydropower development,3
4134,2432,1,4270,4249,F1062,F1062,3004,3/23/1995,IRQ_TUR,UNKN,99,not specified,IRQ,TUR,,,UNKN_IRQ,UNKN_TUR,Iraq--Turkey,2,9,-1,n/a-weapon/target,Editorial responding to statements made by Turkey Prime Minister Tansu Ciller that recent incursion into North Iraq was to catch Kurdistan Workers Party terrorists (PKK). Writer says another aim was to destroy a tunnel built by Saddam Hussein administration to deploy rocket launchers aimed at Turkish massive energy and irrigation projects in SE Turkey.,9,10,,Editorial--Accuse Saddam of aiming rocket launchers at Turkey irrigation facilities.,FBIS,Ankara Turkish Daily News,5,WEU,3/23/1995,,
4191,2446,1,4323,4302,F31,F31,31,4/10/1995,CHN_PAK,UNKN,99,not specified,CHN,PAK,M,M,UNKN_CHN,UNKN_PAK,China--Pakistan,2,4,4,y,"Pakistan & China signed a protocol on scientific & technological cooperation ""here today."" According to the protocol, the 2 countries will cooperate in important areas like protecting the environment, tapping water & energy resources, development of agriculture, etc.",8,11,,PROTOCOL SIGNED,WNC (FBIS),Beijing XINHUA,1,chi,4/10/1995,sci. & techn. cooperate,123a
4200,2451,1,4336,4315,F32,F32,32,4/20/1995,CHN_VNM,UNKN,99,not specified,CHN,VNM,M,M,UNKN_CHN,UNKN_VNM,China--Vietnam,2,4,4,y,"Vietnam & China will cooperate in water conservancy projects & in related technology exchange & personnel training, under an agreement signed in Hanoi today by visiting China & Vietnam Ministers Maosheng & Canh Ding. Maosheng said broad prospects exist for cooperation between the 2 countries in developing water resources, & China is willing to see closer bilateral cooperation in this area. Vietnam Prime Minister Van Kiet met with Maosheng for a signing ceremony, expressing the hope that China will help Vietnam in solving certain water conservancy problems.",11,0,,AGREEMENT SIGNED,WNC (FBIS),Beijing XINHUA,1,chi,4/20/1995,water development,8b
4204,2455,1,4340,4319,F1083,F1083,3026,5/25/1995,ZAF_INT,UNKN,99,not specified,ZAF,INT,,,UNKN_ZAF,UNKN_INT,South Africa (KwaZulu/Natal)--South Africa,2,11,-3,y-internal,Premier of province of KwaZulu/Natal (South Africa) suspended participation in Intergovernmental Forum out of concern for its autonomy. Premier complained that South African government failed to hand over administration of legislation related to water (and other) affairs as required by results of international mediation.,0,0,,seeking autonomy in water & other areas.  Suspended participation in intergovernmental forum.,FBIS,Johannesburg SAPA,3,AFR,5/25/1995,,
4205,2456,1,4341,4320,F1084,F1084,3027,5/28/1995,ZAF_INT,UNKN,99,not specified,ZAF,INT,,,UNKN_ZAF,UNKN_INT,South Africa (African National Congress)--South Africa (KwaZulu/Natal - Inkatha Freedom Party),2,11,-3,y-internal,"The Inkatha Freedom Party plans to pull away from the central government at the expense of succesful constitutional negotiations. The IFP plan calls for changing KwaZulu/Natal's name to the Kingdom of KwaZulu, seizing control of gambling, water, commerce and forestry affairs, keeping old flags and symbols, and creating a self defence force.",0,0,,,FBIS,Johannesburg SAPA,3,AFR,5/28/1995,,
4206,2457,1,4342,4321,F160,F160,160,5/29/1995,BGD_KOR,UNKN,99,not specified,BGD,KOR,,,UNKN_BGD,UNKN_KOR,Bangladesh--Korea,2,0,,n/a,"Replying to a question about the meeting in Dhaka of the foreign secretaries of Bangladesh & India & the issue of water between them, a Foreign Ministry spokesman said Bangladesh awaits a reply from India.",2,0,,neutral?,WNC (FBIS),Dhaka Radio Bangladesh Network,9,nes,5/29/1995,water sharing,
4217,2459,1,4353,4332,F106,F106,106,6/2/1995,ALB_ITA,UNKN,99,not specified,ALB,ITA,,,UNKN_ALB,UNKN_ITA,Albania--Italy,2,0,,n/a,"Italy has been close to Albania just like other European partners, & will continue to act the same way towards Albania on its road towards democracy & integration into European organizations, said the ambassador of Italy in Albania, Foresti, in a news conference today (6/2). He mentioned an agreement of 6.9 billion liras for rehabilitation of water systems in Tirana & some other agreements in the field of energy & infrastructure.",1,2,,,WNC (FBIS),Tirana ATA,9,eeu,6/2/1995,"water system, energy & infrastructure",
4224,2464,1,4359,4338,F308,F308,308309,6/9/1995,RUS_TJK,UNKN,99,"not specified, do not share international basin",RUS,TJK,M,M,UNKN_RUS,UNKN_TJK,Russia--Tajikstan,2,6,2,ExVar,"Tajik Prime Minister Karimov spoke today after signing a protocol on enhancing Russia-Tajikstan cooperation between the governments' inter-departmental commission for cooperation with CIS countries, headed by the Minister of Cooperation with CIS countries Serov. A trade & economy agreement was also signed with the Moscow region. Regarding state of affairs at Rogunskaya hydroelectric power station, which was planned as the largest heating station in the republic, the head of the Russian delegation said its detailed study will be carried out shortly with Tajik colleagues. Russian CIS Affairs Minister Serov, who is in Tajikstan for a 3-day visit, had a meeting with Tajikistan President, Rakhmanov, on 6/7, the purpose of which is to negotiate the specifics of putting a bilateral economic agreement into effect. He said an understanding has been reached on cooperation in numerous areas, including construction of Rogun hydroelectric power station which was interrupted 3 years ago. They agreed on a program of completing construction.",3,10,,"PROTOCOL SIGNED (comments today, study planned);  UNDERSTANDING REACHED on cooperate, including construction of hydroelectric station.",WNC (FBIS),Moscow ITAR-TASS; Moscow Interfax,ExVar,sov,6/9/1995,hydropower station,3b
4322,2487,1,4490,4476,F468,F468,468,9/30/1995,LAO_VNM,UNKN,99,not specified,LAO,VNM,,,UNKN_LAO,UNKN_VNM,Laos--Vietnam,2,0,,n/a-buying/selling of electricity,"Laos will sell 1,500-2,000 megawatts of electricity generated by hydropower stations in central & southern Laos to Vietnam between 1998 & 2010, under agreement that was included in a memorandum of understanding on cooperation in energy area signed by Dalavong, Vietnam Minister of industry & handicraft & Thai Phyng Ne, Minister of energy of the Socialist Republic of Vietnam on 9/30. Financial details will be discussed later. The principle: investment share, management & use of electric facilities along the border.",3,0,,AGREEMENT SIGNED ON selling of hydroelectricity,FBIS,Vientiane KPL,11,eas,10/5/1995,hydropower,3
4363,2498,1,4531,4517,F786,F786,786,11/16/1995,GDR_GFR,UNKN,99,Roeden,GDR,GFR,M,M,UNKN_GDR,UNKN_GFR,German Democratic Republic--Federal Republic of Germany,2,6,2,y,GDR and FRG agree to build purification and sewage plant for Roeden.,1,0,,AGREE to build purification plant;,FBIS,"Hamburg, DPA",1,weu,11/15/1984,purification plant,1
4366,2501,1,4534,4520,F34,F34,34,11/29/1995,CHN_PAK,UNKN,99,not specified,CHN,PAK,M,M,UNKN_CHN,UNKN_PAK,China--Pakistan,2,6,2,y,"The Chair of China People's Political Consultative Conference National Committee Li Ruinhuan met ""today"" with the delegation from the Pakistan Senate, led by deputy chair Mir Abdul Jabbar Khan. They discusseed friendship & cooperation. Khan told Li that experts in his delegation have had discussions with China counterparts concerning bilateral cooperation in agriculture & water conservancy projects & said he'd send more delegations & experts to China in the future to expand existing cooperation.",11,0,,DISCUSSED,WNC (FBIS),Beijing XINHUA,1,chi,11/29/1995,agriculture & water conservancy projects,8ab
4419,2513,1,3732,4569,F164,F164,164,12/19/1995,BGD_OTH,UNKN,99,not specified,BGD,OTH,I,R,UNKN_BGD,UNKN_OTH,Bangladesh + SAARC countries (Bhutan--Bangladesh--India--Maldives--Nepal--Pakistan--Sri Lanka),2,6,2,ExVar,"Bangladesh reaffirmed its commitment to implement objectives & principles of the SAARC (South Asian Association for Regional Cooperation) charter. Bangladesh Foreign Minister Rahman said the SAARC has made considerable progress in different fields since it was founded in Dhaka in 1985. Significantly, Bangladesh presented an 8-point proposal for consideration by SAARC at the New Delhi meeting. The proposal includes sharing of vitally important water resources in the region where SAARC countries share common waterways.",8,0,,REAFFIRM COMMITMENT;  Bangladesh (I)--SAARC (R),WNC (FBIS),Dhaka Radio Bangladesh Network,8,nes,12/19/1995,water sharing,8
4432,2521,1,4589,4582,F929,F929,227b,1/1/1996,IND_NPL,UNKN,99,Mahakali River,IND,NPL,M,M,UNKN_IND,UNKN_NPL,India--Nepal,2,2,6,y,"Karhmandu ground to a halt Wednesday at the start of a 2-day strike called by 9 communist factions seeking to limit India's influence in Nepal The organizers want an end to June's 20-60% increases in petroleum project prices, repealing of the 1950 Indo-Nepal Peace & Friendship Treaty, cancellation of a multi-billion dollar river project, removal of Indian troops from Nepal territory & an end to the proposed terrorism laws. The 1950 treaty is seen as unfair by critics who say it gives India political & economic leverage over Nepal The Mahakali River integrated project treaty (which includes plans for hydropower & irrigation) has met similar criticism since its signing last year, as Nepal will invest in the project with India. See event F227.",10,0,Mahakali River,TREATY SIGNED;  already documented?,WNC (FBIS),Hong Kong AFP,1,nes,9/17/1997,water projects (hydropower & irrigation),2b3b
4571,2589,1,4729,4722,F76,F76,76,3/15/1996,LAO_THA,UNKN,99,not specified,LAO,THA,,,UNKN_LAO,UNKN_THA,Laos--Thailand,2,0,,n/a-buying/selling of electricity,Electricity Generating Authority of Thailand (EGAT) has struck a 25-year electric (lignite-fired power) purchase deal with the Thai-Laos Lignite Company. The accord represents the 4th power purchase agreement EGAT has reached with developers of several power projects in Laos under a June 1993 memorandum of understanding signed by Thailand & Laos governments. The 3 other purchase agreements involve hydropower.,3,0,,"3 ""other"" power purchases!?;  relevant?",WNC (FBIS),Bangkok Post,11,eas,3/15/1996,hydropower development,3b
4615,2608,1,4771,4764,F3,F3,3,4/25/1996,BWA_ZAF,UNKN,99,not specified,BWA,ZAF,M,M,UNKN_BWA,UNKN_ZAF,Botswana--South Africa,2,7,1,y,"Presidents Mandela (South Africa) & Masire (Botswana) visit to discuss the status of a 1 year-old joint commission on cooperation. They said they were pleased with increased cooperation in many areas, including water affairs & electricity.",8,0,,DISCUSSED,WNC (FBIS),Joh. SAPA,1,afr,4/25/1996,water affairs + electricity,38
4627,2615,1,4786,4779,F4,F4,4,5/15/1996,UKN_UKN,UNKN,99,not specified,UKN,UKN,M,M,UNKN_UKN,UNKN_UKN,South African development Community,,4,4,research required,"Article discusses 1996 South Africa Economic Summit among political & business leaders of SADC & notes that ""agreement had already been signed relating to shared water resources & common electricity grid.""",2,0,,AGREEMENT SIGNED (already).  WHO SIGNED?,WNC (FBIS),Joh. SAPA,1,afr,5/22/1996,shared water & electricity grid,23
4639,2623,1,4798,4791,F78,F78,78,6/14/1996,_,UNKN,99,not specified,,,,,UNKN_,UNKN_,China--Laos--Thailand,3,0,,n/a-buying/selling of electricity,"The National Energy Policy Committee (NEPC) yesterday ruled that Laos must allow Thailand to build a transmission line from China to Thailand as a condition for the kingdom to double its power purchase from Laos. NEPC, chaired by Thailand prime minister, said that a line must be built before Thailand signs a 2nd memorandum of understanding to buy 1500 megawatts of electricity from Laos starting 2006. The Electric Generating Authority of Thailand & Yunnan Provincial Electric Power Bureau have signed an agreement to allow private firms to develop electric power in Yunnan to supply Thailand.",3,0,,,WNC (FBIS),Bangkok Post,11,eas,6/15/1996,hydropower,3
4658,2633,1,4817,4810,F183,F183,183,7/1/1996,ARL_SYR,UNKN,99,not specified,ARL,SYR,M,M,UNKN_ARL,UNKN_SYR,Arab League--Syria,2,8,0,ExVar,"Arab League Secretary General Abd-al-Majid met today with Syria Assistant Foreign Minister Umran, who is visiting Egypt. Umran said that the meeting dealt with all resolutions issued by the Arab summit &  with joint Arab action & establishment of a Water Center in Damascus, as approved by Arab League Council at its recent meeting in Cairo.",2,0,,MEETING;,WNC (FBIS),Cairo MENA,1,nes,7/1/1996,water center,2
4681,2647,1,4835,4828,F79,F79,79,7/29/1996,KOR_VNM,UNKN,99,not specified,KOR,VNM,R,I,UNKN_KOR,UNKN_VNM,South Korea--Vietnam,2,0,,n/a,"Vietnam is currently evaluating efforts of South Korea to establish a peace regime on Korean peninsula, Vietnam Foreign Minister Cam said Monday. Hanoi has also requested Seoul's expanded provision of soft loans under economic development cooperation fund and participation in large-scale infrastructure projects like tapping water & road facilities.",11,10,,Vietnam (I)--Thailand (R),WNC (FBIS),Seoul Yonhap,7,eas,7/29/1996,infrastructure development,b
4830,2712,1,5014,4975,F118,F118,118,3/17/1997,BIH_SVN,UNKN,99,not specified,BIH,SVN,,,UNKN_BIH,UNKN_SVN,Bosnia-Herzegovina--Slovenia,2,0,,n/a-buying/selling of electricity,"By buying 235 kilowatt-hours of electricity from Bosnia-Herzegovina's electrical hydro-industry, Slovene electrical industry will not reduce the payment deficit between the two countries.  The contract concluded at the beginning of this year. Republic of Srpska will not have electricity for export since they only have one thermoelectricity plant and two hydroelectric plants. Bos-Herz electricity Industry will repair damaged electricity plants, begin prep work for building hydroelectric power plant at Knojic on the Neretva. Later, two more hydroelectric plants will be built on Neretva above Knojic. ",3,0,,,WNC (FBIS),Ljubljana Delo,11,eeu,3/17/1997,buy hydropower,
4835,2717,1,5021,4982,F90,F90,90,4/9/1997,_,UNKN,99,not specified,,,,,UNKN_,UNKN_,Dem. People's Republic of Korea (North)--Japan--Republic of Korea (South)--Taiwan,2,0,,n/a,"A diplomatic source in Beijing, who is well-versed in North Korean affairs, announced on April 9 that ,according to North Korea's plan concluded at the end of last year, North Korea plans many projects by inviting investment from the Republic of Korea, Japan, and Taiwan enterprises. Projects to solve problems related to electricity power, transportation, and correspondence are in progress through construction of hydroelectric power plants, railways, and roads.",11,3,,,WNC (FBIS),Seoul Kyonghyang Sinmun (Chollian Database version),9,eas,4/11/1997,hydropower develop.,
