Basin,Country 1,Country 2,Description,Scale
,CHN,RUS,A group of 400 Russian youths and a local trade association protested Amur river pollution at the office of the Chinese consulate in Khabarovsk. Chinese officials did not come out to meet the protesters.,-1
,CHN,MMR,Myanmar and China sign an agreement to build a new hydropower dam. Myanmar's Hydropower Implementation Department signed the deal with the Chinese firms Farsighted Investment Group and Gold Water Resources.,4
,UKR,ROM,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,BGR,HRV,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,CZE,DEU,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,HUN,MDA,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,YGF,SVK,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,SVN,ROM,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,AUT,BIH,"The ""Joint Danube Survey 2"" is being conducted for the Commission for Protection of the Danube to collect data in the Danube and compare the results to data collected during the first survey in 2001.",2
,THA,VNM,MRC will meet with China and Myanmar (Burma) to urge more cooperation over shared water sources.,1
,CHN,MMR,MRC will meet with China and Myanmar (Burma) to urge more cooperation over shared water sources.,1
,KHM,LAO,MRC will meet with China and Myanmar (Burma) to urge more cooperation over shared water sources.,1
,SEN,GMB,"Senegal and Gambia have agreed to build a bridge and anti-salination dam in a cooperative effort to improve irrigation and transportation of goods and people between the two countries. Gambia?s borders are completely encircled by Senegal. The bridge and dam construction will facilitate better trans-border trade and allow both countries to rely less on the Ivory Coast for trade, a exporter experiencing military conflict.  
",4
,CHN,BGD,"""China plans to divert Brahmaputra waters, environmentalists fear huge eco disaster in Bangladesh""",-1
,CHN,RUS,"Russia and China agree to jointly-audit water resource restoration costs after a 2005 chemical spill from a Chinegese company reached Russian waters. It may be organized in 2009. Russian representative extolled China as Russia's strategic partner and true friend.
",2
,HRV,SVN,As part of the Sava Basin Framework Agreement  investors in Croatia and Slovenia are holding discussions about the construction of several hydroelectric power plants and navigability of the channel to Brezice.,1
,TZA,ZMB,The African Development Bank (AfDB) has signed two agreements with the International Commission of the Congo-Oubangi-Sangha River Basin (CICOS) amounting to 2.44 million euros from the African Water Facility (AWF) to finance programmes aimed at improving the integrated management of Congo River Basin. Activities envisaged under the project include the construction of a hydrological station and an information management system.,4
,BDI,RWA,The African Development Bank (AfDB) has signed two agreements with the International Commission of the Congo-Oubangi-Sangha River Basin (CICOS) amounting to 2.44 million euros from the African Water Facility (AWF) to finance programmes aimed at improving the integrated management of Congo River Basin. Activities envisaged under the project include the construction of a hydrological station and an information management system.,4
,AGO,CMR,The African Development Bank (AfDB) has signed two agreements with the International Commission of the Congo-Oubangi-Sangha River Basin (CICOS) amounting to 2.44 million euros from the African Water Facility (AWF) to finance programmes aimed at improving the integrated management of Congo River Basin. Activities envisaged under the project include the construction of a hydrological station and an information management system.,4
,ZAR,CAF,The African Development Bank (AfDB) has signed two agreements with the International Commission of the Congo-Oubangi-Sangha River Basin (CICOS) amounting to 2.44 million euros from the African Water Facility (AWF) to finance programmes aimed at improving the integrated management of Congo River Basin. Activities envisaged under the project include the construction of a hydrological station and an information management system.,4
,CHN,RUS,Russian state television news channel reports that the Russian part of Bolshoy Ussuriyskiy Island might flood because of a Chinese dam on the Protoka Kazakevicheva canal.,0
,TZA,UGA,A new treaty between the 10 Nile Basin countries for the equal use of the Nile has been delayed by Egypt and Sudan who want changes to Article 14b  dealing with water security.  The new agreement would repeal colonial agreements which provided Egypt and Sudan exclusive use of the Nile.,-1
,RWA,SDN,A new treaty between the 10 Nile Basin countries for the equal use of the Nile has been delayed by Egypt and Sudan who want changes to Article 14b  dealing with water security.  The new agreement would repeal colonial agreements which provided Egypt and Sudan exclusive use of the Nile.,-1
,BDI,ZAR,A new treaty between the 10 Nile Basin countries for the equal use of the Nile has been delayed by Egypt and Sudan who want changes to Article 14b  dealing with water security.  The new agreement would repeal colonial agreements which provided Egypt and Sudan exclusive use of the Nile.,-1
,EGY,ERI,A new treaty between the 10 Nile Basin countries for the equal use of the Nile has been delayed by Egypt and Sudan who want changes to Article 14b  dealing with water security.  The new agreement would repeal colonial agreements which provided Egypt and Sudan exclusive use of the Nile.,-1
,ETH,KEN,A new treaty between the 10 Nile Basin countries for the equal use of the Nile has been delayed by Egypt and Sudan who want changes to Article 14b  dealing with water security.  The new agreement would repeal colonial agreements which provided Egypt and Sudan exclusive use of the Nile.,-1
,NER,NGA,The World Bank approved a $500 million dollar water resources development project in the Niger basin. The project goals include creating a collaborative framework that reinforces key governing structures that manage common goods and resources. ,3
,GIN,MLI,The World Bank approved a $500 million dollar water resources development project in the Niger basin. The project goals include creating a collaborative framework that reinforces key governing structures that manage common goods and resources. ,3
,CMR,CIV,The World Bank approved a $500 million dollar water resources development project in the Niger basin. The project goals include creating a collaborative framework that reinforces key governing structures that manage common goods and resources. ,3
,BEN,BFA,The World Bank approved a $500 million dollar water resources development project in the Niger basin. The project goals include creating a collaborative framework that reinforces key governing structures that manage common goods and resources. ,3
,TCD,TCD,The World Bank approved a $500 million dollar water resources development project in the Niger basin. The project goals include creating a collaborative framework that reinforces key governing structures that manage common goods and resources. ,3
,NPL,IND,Nepalese protest Indian dyke project because it would flood Nepalese land.,-1
,MEX,USA,Mexico lost the battle with the US over canal seepage that provides downstream resources to the country. Their case for halting the project was defeated for a final time in federal appellate court denying that the us would be required to halt the project until protections of the federal environmental statutes were considered. ,-1
,BOL,BRA,Two Bolivian states will file a claim with the Amazon Cooperation Treaty Organization against the construction of the hydroelectric project on Madeira River which will flood 530sq km area around the Bolivian-Brazilian border. The Brazilian Government considers the project of critical importance to the nation's electricity supply.,-2
,HUN,YGF,Hungarian Environment Minister Gabor Fodor and his Serbian counterpart Sasha Dragin signed a cooperation agreement on issues including flood defence along the Danube and Tisza rivers at a meeting in Budapest on Friday.,3
,MEX,USA,"The construction of the All-American Canal violates the International Border and Water Treaty between the two countries and Mexico does not owe water to the US  affirmed assistant technical director of the Mexican National Water Commission. He said ""We are unable to deliver more than the rainfall we receive. We are behind by ...119 million cubic m  but that does not mean that we owe a single drop to the US...accounts are rendered at the end of September  and if this were to occur  we would have another five years to replace it.",-1
,CHN,MMR,Series of Chinese and Burmese dams protested by Burmese inhabitants.,-1
,HRV,YGF,A new law proposed in Croatia is intended to restore navigability to the Sava River  but officials feel projects could be delayed by Serbia  who is more concerned with water quality and flood control than navigation.  Financial instability in Bosnia-Herzegovina couls also limit project construction.,-1
,HRV,BIH,A new law proposed in Croatia is intended to restore navigability to the Sava River  but officials feel projects could be delayed by Serbia  who is more concerned with water quality and flood control than navigation.  Financial instability in Bosnia-Herzegovina couls also limit project construction.,-1
,HRV,AUT,Croatia is implementing an online river information system with Austrian aid.,4
,IND,BGD,Teesta waters dispute breakthrough- agree to treat issue comprehensively.,2
,TJK,UZB,Tajik and Uzbek energy experts meet to discuss water issues on the Syr Darya.,1
,UZB,KAZ,Newspaper article complains that current water management does not suit Tajikstan's needs (hydropower). There are serious tension for water conflict related to construction of hydroelectric power station on the rivers in Tajikistan and Kyrgyzstan violating international norms of using water  ignoring the interests of neighbouring countries.,-1
,TKM,TKM,Newspaper article complains that current water management does not suit Tajikstan's needs (hydropower). There are serious tension for water conflict related to construction of hydroelectric power station on the rivers in Tajikistan and Kyrgyzstan violating international norms of using water  ignoring the interests of neighbouring countries.,-1
,TJK,KGZ,Newspaper article complains that current water management does not suit Tajikstan's needs (hydropower). There are serious tension for water conflict related to construction of hydroelectric power station on the rivers in Tajikistan and Kyrgyzstan violating international norms of using water  ignoring the interests of neighbouring countries.,-1
,YGF,SVK,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,BGR,HRV,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,SVN,ROM,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,CZE,DEU,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,AUT,BIH,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,SVN,UKR,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,MDA,YGF,The International Commission for the Protection of the Danube River Basin (ICPDR) won the 2007 International Thiess River Prize for its work in the Danube basin.  ,0
,HRV,HUN,The presidents of Croatia  Hungary and Serbia discussed protection of natural areas between the Danube and the Drava  including a reservoir.,1
,YGF,YGF,The presidents of Croatia  Hungary and Serbia discussed protection of natural areas between the Danube and the Drava  including a reservoir.,1
,DEU,HUN,Some 4 000 people armed with  green umbrellas called attention to Danube pollution and the need  for an environmental cleanup in Budapest on Saturday. The appeal was part of a Danube Conference organized jointly by the Budapest municipal government and the sister city of Ulm  Germany ,-1
,BGR,ROM,During a meeting between the Prime Ministers of Bulgaria and Romania  the building of a dam on the Danube was discussed  but there was no agreement to study the issue.,1
,HUN,SVK,"Slovakia wants the EU to help it solve problems with boat traffic and flooding on the Danube River that it says are due to Hungary having halted the construction of the Nagymaros dam  Slovak Environment Ministry state secretary said. Hungary and Slovakia signed a treaty on the construction and operation of the Gabcikovo-Nagymaros hydroelectric project in 1977  but Hungary later halted work on Nagymaros  its part of the project. The Gabcikovo-Nagymaros case resulted in a court dispute between Hungary and Slovakia that has not yet been dealt with. ""We break the contract because we unlawfully operate Gabcikovo alone  while Hungarians have unlawfully discontinued the construction "" he said.",-1
,IND,PAK,An Indian policy paper states that there is little chance of cooperation with Pakistan over hydropower development.,-1
,IND,BTN,"Indian government policy paper identifies multiple areas for ""deeper cooperation"" with Bhutan over hydropower. ",1
,IND,NPL,"Indian government policy paper identifies multiple areas for ""deeper cooperation"" with Nepal over hydropower. ",1
,SVK,YGF,The 5 countries that share the Tisza river basin-Ukraine  Romania  Slovakia  Hungary  and Serbia-agreed to work on actions to protect the river and complete an assessment of the basin. ,2
,UKR,UKR,The 5 countries that share the Tisza river basin-Ukraine  Romania  Slovakia  Hungary  and Serbia-agreed to work on actions to protect the river and complete an assessment of the basin. ,2
,HUN,ROM,The 5 countries that share the Tisza river basin-Ukraine  Romania  Slovakia  Hungary  and Serbia-agreed to work on actions to protect the river and complete an assessment of the basin. ,2
,CHE,FRA,The International Commission for the Protection of the Rhine (ICRP) and the European Commission have begun planning to reintroduce salmon and other species to the Rhine in the Black Forest.  ,3
,DEU,LUX,The International Commission for the Protection of the Rhine (ICRP) and the European Commission have begun planning to reintroduce salmon and other species to the Rhine in the Black Forest.  ,3
,NLD,NLD,The International Commission for the Protection of the Rhine (ICRP) and the European Commission have begun planning to reintroduce salmon and other species to the Rhine in the Black Forest.  ,3
,THA,MMR,Electricity Generating Authority of Thailand's proposed Hutgyi dam is likely to have multiple negative impact not only in Burma  but also on ethnic groups in Thailand  human rights commissioner said.  ,-1
,THA,VNM,Vietnam will increase cooperation within MRC.,1
,KHM,LAO,Vietnam will increase cooperation within MRC.,1
,KHM,LAO,Cambodia's MRC contingent expresses satisfaction with Chinese efforts to improve environmental quality and people's lives. The MRC received 24 hour water level data from China all year.,1
,THA,VNM,Cambodia's MRC contingent expresses satisfaction with Chinese efforts to improve environmental quality and people's lives. The MRC received 24 hour water level data from China all year.,1
,CHN,VNM,Cambodia's MRC contingent expresses satisfaction with Chinese efforts to improve environmental quality and people's lives. The MRC received 24 hour water level data from China all year.,1
,KHM,LAO,Social and environmental groups (200+) complain that MRC's environmental impact assessment of 8 proposed dams on the main stem are inadequate in a letter to MRC.,-1
,THA,VNM,Social and environmental groups (200+) complain that MRC's environmental impact assessment of 8 proposed dams on the main stem are inadequate in a letter to MRC.,-1
,CZE,DEU,"The first international conference on ""Adaptation of Water Management to Effects of Climate Change in the Danube River Basin"" will open in Vienna  Austria  on Monday  3 December to assess the effects of climate change on the Danube region and the affected sectors  and developing strategies.",1
,HUN,MDA,"The first international conference on ""Adaptation of Water Management to Effects of Climate Change in the Danube River Basin"" will open in Vienna  Austria  on Monday  3 December to assess the effects of climate change on the Danube region and the affected sectors  and developing strategies.",1
,YGF,SVK,"The first international conference on ""Adaptation of Water Management to Effects of Climate Change in the Danube River Basin"" will open in Vienna  Austria  on Monday  3 December to assess the effects of climate change on the Danube region and the affected sectors  and developing strategies.",1
,SVN,ROM,"The first international conference on ""Adaptation of Water Management to Effects of Climate Change in the Danube River Basin"" will open in Vienna  Austria  on Monday  3 December to assess the effects of climate change on the Danube region and the affected sectors  and developing strategies.",1
,AUT,BGR,"The first international conference on ""Adaptation of Water Management to Effects of Climate Change in the Danube River Basin"" will open in Vienna  Austria  on Monday  3 December to assess the effects of climate change on the Danube region and the affected sectors  and developing strategies.",1
,MOZ,AGO,The Zambezi Action Plan 6  a Southern African Development Community initiative  was designed and discussed. The initiative focuses on efforts to mitigate unnecessary flood damage that frequently devastates basin countries by increasing data sharing  communication  and cooperative water management between basin countries. ,2
,NAM,ZWE,The Zambezi Action Plan 6  a Southern African Development Community initiative  was designed and discussed. The initiative focuses on efforts to mitigate unnecessary flood damage that frequently devastates basin countries by increasing data sharing  communication  and cooperative water management between basin countries. ,2
,ZMB,BWA,The Zambezi Action Plan 6  a Southern African Development Community initiative  was designed and discussed. The initiative focuses on efforts to mitigate unnecessary flood damage that frequently devastates basin countries by increasing data sharing  communication  and cooperative water management between basin countries. ,2
,TZA,MWI,The Zambezi Action Plan 6  a Southern African Development Community initiative  was designed and discussed. The initiative focuses on efforts to mitigate unnecessary flood damage that frequently devastates basin countries by increasing data sharing  communication  and cooperative water management between basin countries. ,2
,NAM,ZWE,Zambezi basin countries met at the third Zambezi Stakeholders Forum to address sustainability and development. Officials committed to addressing the loss of wetlands as a major focus of a Joint Management  strategy. The implementation of a Joint Management commission has yet to be ratified.,1
,ZMB,BWA,Zambezi basin countries met at the third Zambezi Stakeholders Forum to address sustainability and development. Officials committed to addressing the loss of wetlands as a major focus of a Joint Management  strategy. The implementation of a Joint Management commission has yet to be ratified.,1
,MOZ,AGO,Zambezi basin countries met at the third Zambezi Stakeholders Forum to address sustainability and development. Officials committed to addressing the loss of wetlands as a major focus of a Joint Management  strategy. The implementation of a Joint Management commission has yet to be ratified.,1
,TZA,MWI,Zambezi basin countries met at the third Zambezi Stakeholders Forum to address sustainability and development. Officials committed to addressing the loss of wetlands as a major focus of a Joint Management  strategy. The implementation of a Joint Management commission has yet to be ratified.,1
,BFA,BEN,West African leaders met at the Naimey Summit to adopt an 8.6 billion dollar plan to address the ?extinction? of the Niger River. The 20 year plan will be aimed at tempering exploitation and destruction of the river?s natural resources.  A Water Charter was adopted to help facilitate fairness and cooperatively managed river resources. The intergovernmental Niger Basin Authority (ABN) is tasked with implementing the project will be aided by the Bank of African Development. ,2
,CMR,TCD,West African leaders met at the Naimey Summit to adopt an 8.6 billion dollar plan to address the ?extinction? of the Niger River. The 20 year plan will be aimed at tempering exploitation and destruction of the river?s natural resources.  A Water Charter was adopted to help facilitate fairness and cooperatively managed river resources. The intergovernmental Niger Basin Authority (ABN) is tasked with implementing the project will be aided by the Bank of African Development. ,2
,GIN,CIV,West African leaders met at the Naimey Summit to adopt an 8.6 billion dollar plan to address the ?extinction? of the Niger River. The 20 year plan will be aimed at tempering exploitation and destruction of the river?s natural resources.  A Water Charter was adopted to help facilitate fairness and cooperatively managed river resources. The intergovernmental Niger Basin Authority (ABN) is tasked with implementing the project will be aided by the Bank of African Development. ,2
,MLI,NER,West African leaders met at the Naimey Summit to adopt an 8.6 billion dollar plan to address the ?extinction? of the Niger River. The 20 year plan will be aimed at tempering exploitation and destruction of the river?s natural resources.  A Water Charter was adopted to help facilitate fairness and cooperatively managed river resources. The intergovernmental Niger Basin Authority (ABN) is tasked with implementing the project will be aided by the Bank of African Development. ,2
,NGA,NGA,West African leaders met at the Naimey Summit to adopt an 8.6 billion dollar plan to address the ?extinction? of the Niger River. The 20 year plan will be aimed at tempering exploitation and destruction of the river?s natural resources.  A Water Charter was adopted to help facilitate fairness and cooperatively managed river resources. The intergovernmental Niger Basin Authority (ABN) is tasked with implementing the project will be aided by the Bank of African Development. ,2
,SVN,ROM,Serbia took over the Presidency of the International Commission for the Protection of the Danube River (ICPDR) for 2008. Rapid and efficient sharing of information between the Danube countries and non-European Union countries will be an emphasis for the year. The assimilation of Montenegro  which will ratify the Danube River Protection Convention this year  is also a focal issue. ,1
,AUT,BGR,Serbia took over the Presidency of the International Commission for the Protection of the Danube River (ICPDR) for 2008. Rapid and efficient sharing of information between the Danube countries and non-European Union countries will be an emphasis for the year. The assimilation of Montenegro  which will ratify the Danube River Protection Convention this year  is also a focal issue. ,1
,CZE,DEU,Serbia took over the Presidency of the International Commission for the Protection of the Danube River (ICPDR) for 2008. Rapid and efficient sharing of information between the Danube countries and non-European Union countries will be an emphasis for the year. The assimilation of Montenegro  which will ratify the Danube River Protection Convention this year  is also a focal issue. ,1
,HUN,MDA,Serbia took over the Presidency of the International Commission for the Protection of the Danube River (ICPDR) for 2008. Rapid and efficient sharing of information between the Danube countries and non-European Union countries will be an emphasis for the year. The assimilation of Montenegro  which will ratify the Danube River Protection Convention this year  is also a focal issue. ,1
,YGF,SVK,Serbia took over the Presidency of the International Commission for the Protection of the Danube River (ICPDR) for 2008. Rapid and efficient sharing of information between the Danube countries and non-European Union countries will be an emphasis for the year. The assimilation of Montenegro  which will ratify the Danube River Protection Convention this year  is also a focal issue. ,1
,BEN,BFA,A two-day shared vision meeting between Niger?s Minister of Water  Bank Group  and the Niger Basin Commission was held to discuss protection of the Niger River and sustainable development in the basin. The shared vision is a common sustainable development goal that is negotiated and accepted by all key stakeholders and countries. ,1
,GIN,MLI,A two-day shared vision meeting between Niger?s Minister of Water  Bank Group  and the Niger Basin Commission was held to discuss protection of the Niger River and sustainable development in the basin. The shared vision is a common sustainable development goal that is negotiated and accepted by all key stakeholders and countries. ,1
,NER,NGA,A two-day shared vision meeting between Niger?s Minister of Water  Bank Group  and the Niger Basin Commission was held to discuss protection of the Niger River and sustainable development in the basin. The shared vision is a common sustainable development goal that is negotiated and accepted by all key stakeholders and countries. ,1
,TCD,TCD,A two-day shared vision meeting between Niger?s Minister of Water  Bank Group  and the Niger Basin Commission was held to discuss protection of the Niger River and sustainable development in the basin. The shared vision is a common sustainable development goal that is negotiated and accepted by all key stakeholders and countries. ,1
,CMR,CIV,A two-day shared vision meeting between Niger?s Minister of Water  Bank Group  and the Niger Basin Commission was held to discuss protection of the Niger River and sustainable development in the basin. The shared vision is a common sustainable development goal that is negotiated and accepted by all key stakeholders and countries. ,1
,UZB,TJK,Uzbek expert criticizes potential environmental damage of Tajik hydropower projects.,-1
,SVK,SVN,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,ROM,UKR,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,YGF,YGF,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,HUN,MDA,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,CZE,DEU,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,BGR,HRV,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,AUT,BIH,The International Commission for the Protection of the Danube River (ICPDR) and the Joint Research Centre (JRC) of the European Commission implemented a new flood warning system on the Danube that will be integrated with the European Flood Alert System (EFAS) to give authorities up to 10 days to prepare for flood events.  ,4
,IRQ,IRQ,"Syrian Deputy Prime Minister says water cooperation between Syria  Turkey and Iraq is ""in its best form"" referring to Turkey providing more water than agreed upon and increased hydropower generation.",3
,SYR,TUR,"Syrian Deputy Prime Minister says water cooperation between Syria  Turkey and Iraq is ""in its best form"" referring to Turkey providing more water than agreed upon and increased hydropower generation.",3
,UZB,CHN,Both Uzbek and Chinese leaders call the Aral Sea problems a global issue in need of increased levels of cooperation.,1
,KHM,LAO,The MRC meeting focussed on environmental and ecological water resource programs.,1
,THA,VNM,The MRC meeting focussed on environmental and ecological water resource programs.,1
,IND,BGD,Bangadesh paper calls for a review of Ganges Water Treaty because of food shortages and the reduction of flow from Farakka Barrage by India which is a treaty violation. Bangladesh government have send a protest letter to Delhi related to the issue which India is keeping silence so far.,-2
,AUT,BGR,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,HUN,MDA,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,YGF,SVK,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,SVN,ROM,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,EUX,EUX,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,CZE,DEU,The EU and other key Danube organizations are calling for cooperation of all riparian countries to take action to protect the resouce  citing population growth as a major challenge. ,1
,TJK,TKM,Kyrgyz Prime Minister Igor Chudinov said that cooperation in managing regional water resources is necessary to prevent environmental degradation and encourage a regional energy market.,1
,UZB,UZB,Kyrgyz Prime Minister Igor Chudinov said that cooperation in managing regional water resources is necessary to prevent environmental degradation and encourage a regional energy market.,1
,KAZ,KGZ,Kyrgyz Prime Minister Igor Chudinov said that cooperation in managing regional water resources is necessary to prevent environmental degradation and encourage a regional energy market.,1
,IND,NPL,Nepal Communist Party demands review of Mahakali Treaty.,-1
,KHM,LAO,"MRC CEO defends credibility of organization in response to a challenging letter from citizens groups addressing a ""looming crisis of legitimacy and relevancy"" because of 8 dam constructions on main stem.",0
,THA,VNM,"MRC CEO defends credibility of organization in response to a challenging letter from citizens groups addressing a ""looming crisis of legitimacy and relevancy"" because of 8 dam constructions on main stem.",0
,ROM,UKR,"In reference to the Bystroe Canal in the Danube delta  Ukrainian governor Serdyuk said ""this canal is being built..and will be exploited...regardless of what others may say"" his point of view was shared by President Viktor Yushchenko. Romania and the European Union has repeatedly requested Ukraine to stop the construction of the canal.",-3
,THA,VNM,"Countries agree that a new early flood warning system should be put in place to protect lower Mekong communities. They are already working on a system that provides ""medium-term"" flood forecasts.  The countries also agreed to increase warning from 5 days to 10 days.",2
,KHM,LAO,"Countries agree that a new early flood warning system should be put in place to protect lower Mekong communities. They are already working on a system that provides ""medium-term"" flood forecasts.  The countries also agreed to increase warning from 5 days to 10 days.",2
,TJK,TKM,Countries organize a UNDP seminar on regional cooperation to solve Aral Sea problems.,1
,UZB,UZB,Countries organize a UNDP seminar on regional cooperation to solve Aral Sea problems.,1
,KAZ,KGZ,Countries organize a UNDP seminar on regional cooperation to solve Aral Sea problems.,1
,THA,LAO,Thailand and Laos agree on construction of 3 dams to retain enough water for each side's villages' use all year.,4
,IND,PAK,No consensus reached on Kishan Ganga Dam project at the fourth Indus Basin Water Commission talks. They have decided to discuss about the project again in India next month. ,-1
,IND,CHN,India and China sign MoU over flood season hydrological data.,3
,IND,PAK,India agrees to provide hydro data in flood season to Pakistan and allow inspections of Baglihar project,3
,LAO,KHM,Laotian dam building projects on the Mekong may negatively impact Cambodia downstream. In response  Cambodia requesed a change in Mekong water management approaches.,-1
,DEU,POL,NW Poland's Zachodnio-Pomorskie region (mouth of the Oder River) has joined Les Esturiales Network to develop the co-operation on river-related investments with Germany.,3
,AUT,HUN,Cross-border river water surveys have also been conducted on the Danube and the Rhine Rivers. This survey is done to provide information about the river's water quality and to help improve Austrian-Hungarian relations.,3
,AUT,HUN,Experts from Austria and Hungary are working together to collect water quality data on the R ba River  a tributary of the Danube.  This survey of water quality is also meant to improve relations between the countries.  Hungarians have protested the practice of tanning plants in Austria releasing waste into the river.,3
,AUT,HUN,There have been many protests in Hungary about alleged pollution of the river in Austria by tanning plants that dump their waste into the water.,-1
,BGD,BGD,"Former Bangladesh Ambassador to the US Tariq Karim says he attempted to get more cooperation on the Brahmaputra  but ""China was not receptive  while India said such cooperation was not possible. It was an idea whose time had not come. Now  I think the time has come "" said Karim. They should cooperate because of ""global warming and climate change. Himalayan glaciers are melting  Gangotri has shrunk  in 40-50 years the rivers originating from the glaciers would become seasonal putting China's ambition of constructing a dam on the river in jeopardy "" said Karim",1
,IND,CHN,"Former Bangladesh Ambassador to the US Tariq Karim says he attempted to get more cooperation on the Brahmaputra  but ""China was not receptive  while India said such cooperation was not possible. It was an idea whose time had not come. Now  I think the time has come "" said Karim. They should cooperate because of ""global warming and climate change. Himalayan glaciers are melting  Gangotri has shrunk  in 40-50 years the rivers originating from the glaciers would become seasonal putting China's ambition of constructing a dam on the river in jeopardy "" said Karim",1
,KAZ,UZB,Uzbekistan and Kazakhstan have reach an agreement on the sharing of waters of the Syr Darya River.,6
,NAM,ZWE,The eight countries that share the Zambezi River met to discuss technical water management strategies  including data sharing that will improve Joint Managementefforts. Leaders also pushed for ratification of the establishment of the Zambezi Commission. The commission will jointly manage the basin but requires the support of two thirds of the basin countries.,1
,ZMB,BWA,The eight countries that share the Zambezi River met to discuss technical water management strategies  including data sharing that will improve Joint Managementefforts. Leaders also pushed for ratification of the establishment of the Zambezi Commission. The commission will jointly manage the basin but requires the support of two thirds of the basin countries.,1
,MOZ,AGO,The eight countries that share the Zambezi River met to discuss technical water management strategies  including data sharing that will improve Joint Managementefforts. Leaders also pushed for ratification of the establishment of the Zambezi Commission. The commission will jointly manage the basin but requires the support of two thirds of the basin countries.,1
,TZA,MWI,The eight countries that share the Zambezi River met to discuss technical water management strategies  including data sharing that will improve Joint Managementefforts. Leaders also pushed for ratification of the establishment of the Zambezi Commission. The commission will jointly manage the basin but requires the support of two thirds of the basin countries.,1
