BCCODE,CCODE,RBO,RIV,RIV_NAME,RBO_NAME,AGREEMENT_NAME,AGREEMENT_DATE,Continent,RIP_NAMES,RIP_NO,MEMB_NAMES,MEMB_NO,LATERALITY,INCLUSIVENESS,ISSUES_NAMES,ISSUE_TYPES,ISSUE_NO,ISSUE_SCOPE,ISSUE_BROAD,WAT_LAW_REF,WAT_LAW_PRINC,LEG_PERS,ORG_TYPE,ORG_BOD_NAMES,ORG_BOD_TYPES,ORG_BOD_NO,ORG_BOD_QUAN,SEC_EX,SEC_FUNC_NAMES,SEC_FUNC_CLASS,SEC_FUNC_NO,SEC_FUNC_QUAN,DEC_MAK_SPEC,DEC_MAK_NAMES,DEC_MAK_MEC,DEC_MAK_BIND,INF_SHAR_EX,INF_SHAR_MEC,INF_SHAR_ISSUE,INF_SHAR_LEV,INF_SHAR_RIV,DISP_RES_EX,DISP_RES_MEC,DISP_RES_TYPE_1,DISP_RES_TYPE_2,DISP_RES_LEV_1,DISP_RES_LEV_2,MON_EX,MON_MEC,MON_ISSUE,MON_SCOPE,MON_LEV,ADAP_EX,ADAP_MEC,FUND_SPEC,FUND_MEC,BUD_MEC,CST_SHAR_EX,CST_SHAR_MEC,CST_SHAR_TYPE,DON_INV_EX,DON_ID,BEN_SHAR_EX,BEN_SHAR_MEC,PUB_PART_EX,PUB_PART_MEC,PUB_PART_TYPE,EX_COOP_EX,EX_COOP_MEC,EX_COOP_PART,,Websites,,,,
DUGV_LTU,LTU,RBLC,DUGV,Daugava,Russian- Byelorussian- Latvian Commission,Draft Agreement on Water Quality Management of Zapadnaya Dvina/Daugava River Basin,1997/2003,Europe,Belarus; Latvia; Russia; Lithuania; Estonia,5,Belarus; Russia,2,Bilateral,Non-inclusive,"collection and exchange of data on water quality, hydrology, point source effluents, non-point source pollution sources; development and execution of environmental monitoring programme; execution of laboratory intercalibration programmes; establishment of geographical database; formulation, execution and evaluation of environmental investigations; identification of water quality objectives for various parts of basin; development and maintenance of scientific foundation on which recommendations for water quality management programmes as well as specific pollution abatement action may be built; drafting legislation and guidelines relevant for implementation of Agreement; harmonisation of standards, regulations and guidelines",QUAL; DATA; ENVP,3,FEW,TRV,no,n/a,no,Commission,Commission (consisting of delegations from countries); Work Groups; Ad-hoc Secretariat,COM; WEG; SEC,3,FEW,yes,handles day to day affairs and provides secretarial services to the Commission and its Working Groups,ADSERV,1,SIN,no,n/a,n/a,n/a,yes,"states agree on establishment of a geographical database; publication and distribution of environmental information derived through the implementation of this Agreement; Commission shall each year present to the Contracting Parties general environmental status description on the Zapadnaya Dvina/Daugava River Basin, including all environmental data collected during year and a report that describe achievements and activities under Commission",ENVP,INS,TRV,yes,"disputes between  Contracting Parties concerning the interpretation and application of this Agreement shall be settled through negotiation, if parties cannot reach agreement they shall request mediation by a contracting party of the 1992 Convention on the Protection of the Marine Environment of the Baltic Sea
(HELCOM)",NEG,EXTRIB,BIL,EXT,yes,states agree on development and execution of environmental monitoring programme for joint and separate implementation,ENVP,ENVMON; COMPL,BIL,yes,each Contracting Party may propose amendments to this Agreement. Such proposal shall be submitted to the President and added to the agenda for the next session of the Commission,yes,"financial aspects of treaty include internal financing for the implementation of this Agreement including cost sharing and sharing criteria, financing of specific projects including external financing",.,yes,"each Contracting Party shall bear the cost occurred in relation to implementation of monitoring and control measures within its own territory and by its own staff, as well as other local cost, is duty of the Contracting Party, whose delegation holds Chairmanship of the Commission, to cover expenses for normal administrative activities of Commission that, according to Agreement, falls upon the President",EQL,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
DUGV_EST,EST,RBLC,DUGV,Daugava,Russian- Byelorussian- Latvian Commission,Draft Agreement on Water Quality Management of Zapadnaya Dvina/Daugava River Basin,1997/2003,Europe,Belarus; Latvia; Russia; Lithuania; Estonia,5,Belarus; Russia,2,Bilateral,Non-inclusive,"collection and exchange of data on water quality, hydrology, point source effluents, non-point source pollution sources; development and execution of environmental monitoring programme; execution of laboratory intercalibration programmes; establishment of geographical database; formulation, execution and evaluation of environmental investigations; identification of water quality objectives for various parts of basin; development and maintenance of scientific foundation on which recommendations for water quality management programmes as well as specific pollution abatement action may be built; drafting legislation and guidelines relevant for implementation of Agreement; harmonisation of standards, regulations and guidelines",QUAL; DATA; ENVP,3,FEW,TRV,no,n/a,no,Commission,Commission (consisting of delegations from countries); Work Groups; Ad-hoc Secretariat,COM; WEG; SEC,3,FEW,yes,handles day to day affairs and provides secretarial services to the Commission and its Working Groups,ADSERV,1,SIN,no,n/a,n/a,n/a,yes,"states agree on establishment of a geographical database; publication and distribution of environmental information derived through the implementation of this Agreement; Commission shall each year present to the Contracting Parties general environmental status description on the Zapadnaya Dvina/Daugava River Basin, including all environmental data collected during year and a report that describe achievements and activities under Commission",ENVP,INS,TRV,yes,"disputes between  Contracting Parties concerning the interpretation and application of this Agreement shall be settled through negotiation, if parties cannot reach agreement they shall request mediation by a contracting party of the 1992 Convention on the Protection of the Marine Environment of the Baltic Sea
(HELCOM)",NEG,EXTRIB,BIL,EXT,yes,states agree on development and execution of environmental monitoring programme for joint and separate implementation,ENVP,ENVMON; COMPL,BIL,yes,each Contracting Party may propose amendments to this Agreement. Such proposal shall be submitted to the President and added to the agenda for the next session of the Commission,yes,"financial aspects of treaty include internal financing for the implementation of this Agreement including cost sharing and sharing criteria, financing of specific projects including external financing",.,yes,"each Contracting Party shall bear the cost occurred in relation to implementation of monitoring and control measures within its own territory and by its own staff, as well as other local cost, is duty of the Contracting Party, whose delegation holds Chairmanship of the Commission, to cover expenses for normal administrative activities of Commission that, according to Agreement, falls upon the President",EQL,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
DUGV_RUS,RUS,RBLC,DUGV,Daugava,Russian- Byelorussian- Latvian Commission,Draft Agreement on Water Quality Management of Zapadnaya Dvina/Daugava River Basin,1997/2003,Europe,Belarus; Latvia; Russia; Lithuania; Estonia,5,Belarus; Russia,2,Bilateral,Non-inclusive,"collection and exchange of data on water quality, hydrology, point source effluents, non-point source pollution sources; development and execution of environmental monitoring programme; execution of laboratory intercalibration programmes; establishment of geographical database; formulation, execution and evaluation of environmental investigations; identification of water quality objectives for various parts of basin; development and maintenance of scientific foundation on which recommendations for water quality management programmes as well as specific pollution abatement action may be built; drafting legislation and guidelines relevant for implementation of Agreement; harmonisation of standards, regulations and guidelines",QUAL; DATA; ENVP,3,FEW,TRV,no,n/a,no,Commission,Commission (consisting of delegations from countries); Work Groups; Ad-hoc Secretariat,COM; WEG; SEC,3,FEW,yes,handles day to day affairs and provides secretarial services to the Commission and its Working Groups,ADSERV,1,SIN,no,n/a,n/a,n/a,yes,"states agree on establishment of a geographical database; publication and distribution of environmental information derived through the implementation of this Agreement; Commission shall each year present to the Contracting Parties general environmental status description on the Zapadnaya Dvina/Daugava River Basin, including all environmental data collected during year and a report that describe achievements and activities under Commission",ENVP,INS,TRV,yes,"disputes between  Contracting Parties concerning the interpretation and application of this Agreement shall be settled through negotiation, if parties cannot reach agreement they shall request mediation by a contracting party of the 1992 Convention on the Protection of the Marine Environment of the Baltic Sea
(HELCOM)",NEG,EXTRIB,BIL,EXT,yes,states agree on development and execution of environmental monitoring programme for joint and separate implementation,ENVP,ENVMON; COMPL,BIL,yes,each Contracting Party may propose amendments to this Agreement. Such proposal shall be submitted to the President and added to the agenda for the next session of the Commission,yes,"financial aspects of treaty include internal financing for the implementation of this Agreement including cost sharing and sharing criteria, financing of specific projects including external financing",.,yes,"each Contracting Party shall bear the cost occurred in relation to implementation of monitoring and control measures within its own territory and by its own staff, as well as other local cost, is duty of the Contracting Party, whose delegation holds Chairmanship of the Commission, to cover expenses for normal administrative activities of Commission that, according to Agreement, falls upon the President",EQL,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
VOLG_KAZ,KAZ,RKCW,VOLG,Volga,Joint Russian Kazakhstan Commission for Utilization and Protection of Transboundary Waters,Kazakhstan-Russia Agreement on the Joint Utilization and Protection of Transboundary Water Resources,1992,Europe,Belarus; Kazakhstan; Russia,3,Kazakhstan; Russia,2,Bilateral,Non-inclusive,"coordinate activities of parties, exchange hydrological data and other relevant information, control implementation of agreed measures, and solve
disputes between the parties in areas of water allocation and related data exchange and dispute-resolution; qualitative and quantitative protection of water resources; water supply, irrigation; floods; regulating",QUAN; DATA; QUAL; FMGT; AGRI,5,FEW,TRV,no,n/a,.,Commission,.,.,.,.,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
VOLG_RUS,RUS,RKCW,VOLG,Volga,Joint Russian Kazakhstan Commission for Utilization and Protection of Transboundary Waters,Kazakhstan-Russia Agreement on the Joint Utilization and Protection of Transboundary Water Resources,1992,Europe,Belarus; Kazakhstan; Russia,3,Kazakhstan; Russia,2,Bilateral,Non-inclusive,"coordinate activities of parties, exchange hydrological data and other relevant information, control implementation of agreed measures, and solve
disputes between the parties in areas of water allocation and related data exchange and dispute-resolution; qualitative and quantitative protection of water resources; water supply, irrigation; floods; regulating",QUAN; DATA; QUAL; FMGT; AGRI,5,FEW,TRV,no,n/a,.,Commission,.,.,.,.,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
OBXX_KAZ,KAZ,RKCW,OBXX,Ob-Irtysch,Joint Russian Kazakhstan Commission for Utilization and Protection of Transboundary Waters,Kazakhstan-Russia Agreement on the Joint Utilization and Protection of Transboundary Water Resources,1992,Asia,China; Kazakhstan; Mongolia; Russia,4,Kazakhstan; Russia,2,Bilateral,Non-inclusive,"coordinate activities of parties, exchange hydrological data and other relevant information, control implementation of agreed measures, and solve
disputes between the parties in areas of water allocation and related data exchange and dispute-resolution; qualitative and quantitative protection of water resources; water supply, irrigation; floods; regulating",QUAN; DATA; QUAL; FMGT; AGRI,5,FEW,TRV,no,n/a,.,Commission,.,.,.,.,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
OBXX_RUS,RUS,RKCW,OBXX,Ob-Irtysch,Joint Russian Kazakhstan Commission for Utilization and Protection of Transboundary Waters,Kazakhstan-Russia Agreement on the Joint Utilization and Protection of Transboundary Water Resources,1992,Asia,China; Kazakhstan; Mongolia; Russia,4,Kazakhstan; Russia,2,Bilateral,Non-inclusive,"coordinate activities of parties, exchange hydrological data and other relevant information, control implementation of agreed measures, and solve
disputes between the parties in areas of water allocation and related data exchange and dispute-resolution; qualitative and quantitative protection of water resources; water supply, irrigation; floods; regulating",QUAN; DATA; QUAL; FMGT; AGRI,5,FEW,TRV,no,n/a,.,Commission,.,.,.,.,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
DANU_AUT,AUT,SADR,DANU,Drava,Slovenian Austrian Commission on the Drava River,Convention concerning water economy questions relating to the Drava between Austria and Yugoslavia,1954/1992,Europe,Austria; Croatia; Hungary; Italy; Slovenia,5,Austria; Slovenia,2,Bilateral,Non-inclusive,exchange of information and achievement of agreement on all questions of common interest relating to water economy of Drava in issue-areas of water quality; water management; flood management; information exchange; enegry management and hydropower,QUAL; FMGT; HYDR,3,FEW,TRV,yes,HELRU,yes,Commission,Commission; Working Groups; Expert Groups,COM; WEG,3,FEW,no,n/a,n/a,n/a,n/a,yes,"decisions shall in no way be binding to the governments/no decision can be put into affect if one party objects (if no objection within 2 month, regarded as adopted) ",n/a,no,.,.,.,.,.,yes,"with regard to hydropower, Austria must notify Yugoslavia on projects, if dispute, bilateral negotiations, then referral to court of arbitration",NEG,EXTRIB,BIL,EXT,.,.,.,.,.,.,.,yes,"each party defrays expenses of its own delegation, other expenses shall be shared equally unless otherwise specified",.,yes,equal cost-sharing unless otherwise specified,EQL,.,.,.,.,yes,.,.,yes,cooperation with other institutions in the Danube region,.,,n/a,,,,
DANU_CHE,CHE,SADR,DANU,Drava,Slovenian Austrian Commission on the Drava River,Convention concerning water economy questions relating to the Drava between Austria and Yugoslavia,1954/1992,Europe,Austria; Croatia; Hungary; Italy; Slovenia,5,Austria; Slovenia,2,Bilateral,Non-inclusive,exchange of information and achievement of agreement on all questions of common interest relating to water economy of Drava in issue-areas of water quality; water management; flood management; information exchange; enegry management and hydropower,QUAL; FMGT; HYDR,3,FEW,TRV,yes,HELRU,yes,Commission,Commission; Working Groups; Expert Groups,COM; WEG,3,FEW,no,n/a,n/a,n/a,n/a,yes,"decisions shall in no way be binding to the governments/no decision can be put into affect if one party objects (if no objection within 2 month, regarded as adopted) ",n/a,no,.,.,.,.,.,yes,"with regard to hydropower, Austria must notify Yugoslavia on projects, if dispute, bilateral negotiations, then referral to court of arbitration",NEG,EXTRIB,BIL,EXT,.,.,.,.,.,.,.,yes,"each party defrays expenses of its own delegation, other expenses shall be shared equally unless otherwise specified",.,yes,equal cost-sharing unless otherwise specified,EQL,.,.,.,.,yes,.,.,yes,cooperation with other institutions in the Danube region,.,,n/a,,,,
LKTC_BOL,BOL,SDLT,LKTC,Lake Titicaca,Joint Subcommittee for the Development of the Lake Titicaca Integration Zone (SUBCOMILAGO),Preliminary Convention for the Study of the Use of the Waters of Lake Titicaca,1987,Latin America,Bolivia; Chile; Peru,3,Bolivia; Peru,2,Bilateral,Non-inclusive,integrated economic and social development (including environmental protection); water engineering works; flood protection,SOCD; ENVP; FMGT; INVES; INFR; HRDV; RINT,7,MUL,TBR,.,.,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
LKTC_PER,PER,SDLT,LKTC,Lake Titicaca,Joint Subcommittee for the Development of the Lake Titicaca Integration Zone (SUBCOMILAGO),Preliminary Convention for the Study of the Use of the Waters of Lake Titicaca,1987,Latin America,Bolivia; Chile; Peru,3,Bolivia; Peru,2,Bilateral,Non-inclusive,integrated economic and social development (including environmental protection); water engineering works; flood protection,SOCD; ENVP; FMGT; INVES; INFR; HRDV; RINT,7,MUL,TBR,.,.,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
TUMN_CHN,CHN,TACC,TUMN,Tumen,Tumen River Area Consultative Commission,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,China; Mongolia; North Korea; South Korea; Russia,5,Multilateral,Inclusive,"promote and strengthen cooperation in Northeast Asia and Tumen River Economic Development Area; attain growth and sustainable development for peoples and countries in Northeast Asia; ensure that Northeast Asia and Tumen River Economic Development Area be attractive for international investment, trade and business; cooperate on  trade and investment promotion; regional cooperation and economic integration; economig growth and development",TRAD; SOCD; INVES; RINT; HRDV,5,FEW,BRV,no,n/a,no,Committee,Commission; Secretariat; National Teams,COM; SEC; NAC,3,FEW,yes,shall develop and supervise the work programme of the Tumen River Area Development Programme and successor programmes within the purview of the Commission,COOR; ADSERV,2,FEW,yes,decisions of the Commission shall be made by consensus of the Commission,COS,.,.,.,.,.,.,yes,they shall consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"Contracting Party may propose amendment to Agreement; amendment proposals shall be submitted to Chairman of Commission who shall transmit them to Contracting Parties within 30 days after receipt, and proposals shall be considered at earliest feasible regular session of Commission; adoption of amendment shall be by consensus ",.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Contracting Parties, acting through Commission by consensus, may invite other interested governments in Northeast Asia to become members of Commission; if requested by Commission, United Nations Development Programme and other international organisations may provide support to  Secretariat; interested governments, international organisations and international financial institutions may become observers to Commission if invited by Contracting Parties, acting through Commission by consensus. Observers shall have no right to participate in decisions of Commission",states; IOs,,n/a,,,,
TUMN_MNG,MNG,TACC,TUMN,Tumen,Tumen River Area Consultative Commission,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,China; Mongolia; North Korea; South Korea; Russia,5,Multilateral,Inclusive,"promote and strengthen cooperation in Northeast Asia and Tumen River Economic Development Area; attain growth and sustainable development for peoples and countries in Northeast Asia; ensure that Northeast Asia and Tumen River Economic Development Area be attractive for international investment, trade and business; cooperate on  trade and investment promotion; regional cooperation and economic integration; economig growth and development",TRAD; SOCD; INVES; RINT; HRDV,5,FEW,BRV,no,n/a,no,Committee,Commission; Secretariat; National Teams,COM; SEC; NAC,3,FEW,yes,shall develop and supervise the work programme of the Tumen River Area Development Programme and successor programmes within the purview of the Commission,COOR; ADSERV,2,FEW,yes,decisions of the Commission shall be made by consensus of the Commission,COS,.,.,.,.,.,.,yes,they shall consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"Contracting Party may propose amendment to Agreement; amendment proposals shall be submitted to Chairman of Commission who shall transmit them to Contracting Parties within 30 days after receipt, and proposals shall be considered at earliest feasible regular session of Commission; adoption of amendment shall be by consensus ",.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Contracting Parties, acting through Commission by consensus, may invite other interested governments in Northeast Asia to become members of Commission; if requested by Commission, United Nations Development Programme and other international organisations may provide support to  Secretariat; interested governments, international organisations and international financial institutions may become observers to Commission if invited by Contracting Parties, acting through Commission by consensus. Observers shall have no right to participate in decisions of Commission",states; IOs,,n/a,,,,
TUMN_PRK,PRK,TACC,TUMN,Tumen,Tumen River Area Consultative Commission,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,China; Mongolia; North Korea; South Korea; Russia,5,Multilateral,Inclusive,"promote and strengthen cooperation in Northeast Asia and Tumen River Economic Development Area; attain growth and sustainable development for peoples and countries in Northeast Asia; ensure that Northeast Asia and Tumen River Economic Development Area be attractive for international investment, trade and business; cooperate on  trade and investment promotion; regional cooperation and economic integration; economig growth and development",TRAD; SOCD; INVES; RINT; HRDV,5,FEW,BRV,no,n/a,no,Committee,Commission; Secretariat; National Teams,COM; SEC; NAC,3,FEW,yes,shall develop and supervise the work programme of the Tumen River Area Development Programme and successor programmes within the purview of the Commission,COOR; ADSERV,2,FEW,yes,decisions of the Commission shall be made by consensus of the Commission,COS,.,.,.,.,.,.,yes,they shall consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"Contracting Party may propose amendment to Agreement; amendment proposals shall be submitted to Chairman of Commission who shall transmit them to Contracting Parties within 30 days after receipt, and proposals shall be considered at earliest feasible regular session of Commission; adoption of amendment shall be by consensus ",.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Contracting Parties, acting through Commission by consensus, may invite other interested governments in Northeast Asia to become members of Commission; if requested by Commission, United Nations Development Programme and other international organisations may provide support to  Secretariat; interested governments, international organisations and international financial institutions may become observers to Commission if invited by Contracting Parties, acting through Commission by consensus. Observers shall have no right to participate in decisions of Commission",states; IOs,,n/a,,,,
TUMN_ROK,ROK,TACC,TUMN,Tumen,Tumen River Area Consultative Commission,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,China; Mongolia; North Korea; South Korea; Russia,5,Multilateral,Inclusive,"promote and strengthen cooperation in Northeast Asia and Tumen River Economic Development Area; attain growth and sustainable development for peoples and countries in Northeast Asia; ensure that Northeast Asia and Tumen River Economic Development Area be attractive for international investment, trade and business; cooperate on  trade and investment promotion; regional cooperation and economic integration; economig growth and development",TRAD; SOCD; INVES; RINT; HRDV,5,FEW,BRV,no,n/a,no,Committee,Commission; Secretariat; National Teams,COM; SEC; NAC,3,FEW,yes,shall develop and supervise the work programme of the Tumen River Area Development Programme and successor programmes within the purview of the Commission,COOR; ADSERV,2,FEW,yes,decisions of the Commission shall be made by consensus of the Commission,COS,.,.,.,.,.,.,yes,they shall consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"Contracting Party may propose amendment to Agreement; amendment proposals shall be submitted to Chairman of Commission who shall transmit them to Contracting Parties within 30 days after receipt, and proposals shall be considered at earliest feasible regular session of Commission; adoption of amendment shall be by consensus ",.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Contracting Parties, acting through Commission by consensus, may invite other interested governments in Northeast Asia to become members of Commission; if requested by Commission, United Nations Development Programme and other international organisations may provide support to  Secretariat; interested governments, international organisations and international financial institutions may become observers to Commission if invited by Contracting Parties, acting through Commission by consensus. Observers shall have no right to participate in decisions of Commission",states; IOs,,n/a,,,,
TUMN_RUS,RUS,TACC,TUMN,Tumen,Tumen River Area Consultative Commission,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,China; Mongolia; North Korea; South Korea; Russia,5,Multilateral,Inclusive,"promote and strengthen cooperation in Northeast Asia and Tumen River Economic Development Area; attain growth and sustainable development for peoples and countries in Northeast Asia; ensure that Northeast Asia and Tumen River Economic Development Area be attractive for international investment, trade and business; cooperate on  trade and investment promotion; regional cooperation and economic integration; economig growth and development",TRAD; SOCD; INVES; RINT; HRDV,5,FEW,BRV,no,n/a,no,Committee,Commission; Secretariat; National Teams,COM; SEC; NAC,3,FEW,yes,shall develop and supervise the work programme of the Tumen River Area Development Programme and successor programmes within the purview of the Commission,COOR; ADSERV,2,FEW,yes,decisions of the Commission shall be made by consensus of the Commission,COS,.,.,.,.,.,.,yes,they shall consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"Contracting Party may propose amendment to Agreement; amendment proposals shall be submitted to Chairman of Commission who shall transmit them to Contracting Parties within 30 days after receipt, and proposals shall be considered at earliest feasible regular session of Commission; adoption of amendment shall be by consensus ",.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Contracting Parties, acting through Commission by consensus, may invite other interested governments in Northeast Asia to become members of Commission; if requested by Commission, United Nations Development Programme and other international organisations may provide support to  Secretariat; interested governments, international organisations and international financial institutions may become observers to Commission if invited by Contracting Parties, acting through Commission by consensus. Observers shall have no right to participate in decisions of Commission",states; IOs,,n/a,,,,
LMPA_SLV,SLV,TCPT,LMPA,Lempa,Trinational Commission of the Trifino Plan,"Treaty between the Republics of El Salvador, Guatemala and Honduras about the Execution of the Trifino Plan (Tratado Suscrito entre las Repúblicas de El Salvador, Guatemala y Honduras para la Ejecución del Plan Trifinio) ",1998,Latin America,El Salvador; Guatemala; Honduras,3,El Salvador; Guatemala; Honduras,3,Multilateral,Inclusive,"development of international watersheds, involving Lempa, Ulúa, and Motagua river basins; natural resources management; economic diversity; natural disaster and risk management; permanent coordination and consultative body for definition of policies and correct orientation of programs, sub-programs and projects included in Trifinio Plan; function as forum to analyze sustainable development problems of Trifinio Region and propose solutions to relevant authorities through joint actions; promote and accept technical and financial cooperation for execution of trinational projects and initiatives",SOCD; DISA; BIOD; RINT,4,FEW,BRV,no,n/a,no,Commission,Trinational Commission (Comision Trinational); Consultative Committee (Comité Consultivo); Trinational Executive Secretariat (Secretaría Ejecutiva Trinacional); National Executive Directors (Directores Ejecutivos Nacionales),COM; TEC; SEC; NAC,4,FEW,yes,execute mandate of the Commission; evaluate regularly the execution of the plan; administer resources assigned by governments for implementation of plan (including donor resoureces; revise infromation and present to Commission; prepare meetings; prepare annual operational plan ,ADSERV; FINSERV; MORG; DATA; AGEN; COOR,6,MUL,yes,"all members have to be present for decisions, decisions are taken through consensus ",COS,.,.,.,.,.,.,yes,"all disputes related to interpretation of treate are discussed between parties for solution; if no solution possible through mediation and discussion, referral to arbitration committee, including Central American Court of Justice ",NEG,EXTRIB,BIL,EXT,yes,"Secretariat has task toevaluate regularly the implementation and execution of the Plan and inform Trinational Commission about status, including all technical, administrative and financial aspects ",n/a,COMPL,INS,.,.,yes,"governments provide, at equal share, the financial resources necessary for the functioning of the institutions for the Trifino Plan, in addition, donor funding through technical and financial contribution","each year, an operational plan is developed by the Trinational Executive Secretariat, including government contributions and financial contributions from donors and from technical and financial cooperation",yes,governments provides resources at equal share,EQL,yes,"Central American Bank for Economic Integration; EEC; United States: Spain, Holland, Sweden, Germany, Canada, Japan, UN Rotary Fund for
the Exploration of Natural Resources; OAS; 
International Union for Nature Conservancy",.,.,yes,"via ATRIDES, created in 1996 to reinforce institutional development of Trifinio Plan, consisting of different representatives of civil society and NGOs; each government created environmental committees designed to promote citizen participation in protection and conservation efforts; environmental committees in each of countries, serve as vehicles for citizen participation in
environmental protection and conservation  ",INF; PART,.,.,.,,http://www.sica.int/trifinio,,,,
LMPA_GTM,GTM,TCPT,LMPA,Lempa,Trinational Commission of the Trifino Plan,"Treaty between the Republics of El Salvador, Guatemala and Honduras about the Execution of the Trifino Plan (Tratado Suscrito entre las Repúblicas de El Salvador, Guatemala y Honduras para la Ejecución del Plan Trifinio) ",1998,Latin America,El Salvador; Guatemala; Honduras,3,El Salvador; Guatemala; Honduras,3,Multilateral,Inclusive,"development of international watersheds, involving Lempa, Ulúa, and Motagua river basins; natural resources management; economic diversity; natural disaster and risk management; permanent coordination and consultative body for definition of policies and correct orientation of programs, sub-programs and projects included in Trifinio Plan; function as forum to analyze sustainable development problems of Trifinio Region and propose solutions to relevant authorities through joint actions; promote and accept technical and financial cooperation for execution of trinational projects and initiatives",SOCD; DISA; BIOD; RINT,4,FEW,BRV,no,n/a,no,Commission,Trinational Commission (Comision Trinational); Consultative Committee (Comité Consultivo); Trinational Executive Secretariat (Secretaría Ejecutiva Trinacional); National Executive Directors (Directores Ejecutivos Nacionales),COM; TEC; SEC; NAC,4,FEW,yes,execute mandate of the Commission; evaluate regularly the execution of the plan; administer resources assigned by governments for implementation of plan (including donor resoureces; revise infromation and present to Commission; prepare meetings; prepare annual operational plan ,ADSERV; FINSERV; MORG; DATA; AGEN; COOR,6,MUL,yes,"all members have to be present for decisions, decisions are taken through consensus ",COS,.,.,.,.,.,.,yes,"all disputes related to interpretation of treate are discussed between parties for solution; if no solution possible through mediation and discussion, referral to arbitration committee, including Central American Court of Justice ",NEG,EXTRIB,BIL,EXT,yes,"Secretariat has task toevaluate regularly the implementation and execution of the Plan and inform Trinational Commission about status, including all technical, administrative and financial aspects ",n/a,COMPL,INS,.,.,yes,"governments provide, at equal share, the financial resources necessary for the functioning of the institutions for the Trifino Plan, in addition, donor funding through technical and financial contribution","each year, an operational plan is developed by the Trinational Executive Secretariat, including government contributions and financial contributions from donors and from technical and financial cooperation",yes,governments provides resources at equal share,EQL,yes,"Central American Bank for Economic Integration; EEC; United States: Spain, Holland, Sweden, Germany, Canada, Japan, UN Rotary Fund for
the Exploration of Natural Resources; OAS; 
International Union for Nature Conservancy",.,.,yes,"via ATRIDES, created in 1996 to reinforce institutional development of Trifinio Plan, consisting of different representatives of civil society and NGOs; each government created environmental committees designed to promote citizen participation in protection and conservation efforts; environmental committees in each of countries, serve as vehicles for citizen participation in
environmental protection and conservation  ",INF; PART,.,.,.,,http://www.sica.int/trifinio,,,,
